Dataset,Treatment,Classifier,'Sample ID','True Positive','False Positive','True Negative','False Negative',Precision,AUC,Kappa
xalan_UNDERSAMPLED_14.csv,UNDERSAMPLED,'RANDOM FOREST',_14,0.781095,0.264925,0.735075,0.218905,0.74673,0.840403,0.516169
xalan_UNDERSAMPLED_16.csv,UNDERSAMPLED,'RANDOM FOREST',_16,0.772388,0.264925,0.735075,0.227612,0.744604,0.845656,0.507463
xalan_UNDERSAMPLED_2.csv,UNDERSAMPLED,'RANDOM FOREST',_2,0.746269,0.258706,0.741294,0.253731,0.742574,0.839358,0.487562
xalan_UNDERSAMPLED_3.csv,UNDERSAMPLED,'RANDOM FOREST',_3,0.758706,0.266169,0.733831,0.241294,0.740291,0.836238,0.492537
xalan_UNDERSAMPLED_17.csv,UNDERSAMPLED,'RANDOM FOREST',_17,0.776119,0.247512,0.752488,0.223881,0.758202,0.844735,0.528607
xalan_UNDERSAMPLED_13.csv,UNDERSAMPLED,'RANDOM FOREST',_13,0.768657,0.267413,0.732587,0.231343,0.741897,0.849022,0.501244
xalan_UNDERSAMPLED_7.csv,UNDERSAMPLED,'RANDOM FOREST',_7,0.771144,0.24005,0.75995,0.228856,0.762608,0.850132,0.531095
xalan_UNDERSAMPLED_6.csv,UNDERSAMPLED,'RANDOM FOREST',_6,0.784826,0.246269,0.753731,0.215174,0.761158,0.849502,0.538557
xalan_UNDERSAMPLED_12.csv,UNDERSAMPLED,'RANDOM FOREST',_12,0.772388,0.262438,0.737562,0.227612,0.746394,0.847903,0.50995
xalan_UNDERSAMPLED_38.csv,UNDERSAMPLED,'RANDOM FOREST',_38,0.773632,0.235075,0.764925,0.226368,0.766954,0.847268,0.538557
xalan_UNDERSAMPLED_10.csv,UNDERSAMPLED,'RANDOM FOREST',_10,0.763682,0.267413,0.732587,0.236318,0.740651,0.840193,0.496269
xalan_UNDERSAMPLED_4.csv,UNDERSAMPLED,'RANDOM FOREST',_4,0.758706,0.2699,0.7301,0.241294,0.737606,0.837941,0.488806
xalan_UNDERSAMPLED_5.csv,UNDERSAMPLED,'RANDOM FOREST',_5,0.763682,0.276119,0.723881,0.236318,0.73445,0.836707,0.487562
xalan_UNDERSAMPLED_11.csv,UNDERSAMPLED,'RANDOM FOREST',_11,0.768657,0.274876,0.725124,0.231343,0.736591,0.826616,0.493781
xalan_UNDERSAMPLED_39.csv,UNDERSAMPLED,'RANDOM FOREST',_39,0.782338,0.267413,0.732587,0.217662,0.745261,0.842055,0.514925
xalan_UNDERSAMPLED_20.csv,UNDERSAMPLED,'RANDOM FOREST',_20,0.764925,0.264925,0.735075,0.235075,0.742754,0.832418,0.5
xalan_UNDERSAMPLED_34.csv,UNDERSAMPLED,'RANDOM FOREST',_34,0.754975,0.246269,0.753731,0.245025,0.754037,0.840401,0.508706
