Release,Order,NR,NREF,NFIX,NAUTH,LINES_SUM,LINES_MAX,LINES_AVG,CHURN_SUM,CHURN_MAX,CHURN_AVG,CHGSET_SUM,CHGSET_MAX,CHGSET_AVG,AGE,AGE_WEIGHTED,Impl,LOC.A,LOC.M,LOC.D,Violations,Faultiness
102,FIRST,14,0,5.25246,0.970321,0.816987,1.866633,2.565252,1.718059,3.330393,0.773297,0.610533,1.869551,0.531803,26.6627,0,0.818814,4.661859,0,0,0,TRUE
102,FIRST,14,0,4.323161,0,0,0,0,0,0,0,0,0,0,27.567951,0,0,0,0,0,0,TRUE
102,FIRST,11.527159,0,4,0,0,0,0,0,0,0,0,0,0,28.744209,0,0,0,0,0,4.622998,TRUE
102,FIRST,14,0,6.094589,0,0,0,0,0,0,0,0,0,0,27.267566,0,0,0,0,0,0,TRUE
102,FIRST,4.082384,0,4,0,0,0,0,0,0,0,0,0,0,27.127844,0,0,0,0,0,4.094152,TRUE
102,FIRST,10.733297,0,3.121817,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,TRUE
102,FIRST,8.237988,0,3.813241,0.303962,0,0,0,0,0,0,0.909181,0.842573,0.240545,27,23,0,0,0,0,54.080193,TRUE
102,FIRST,9.418889,0,3.977577,0.497191,0,0,0,0,0,0,0.737087,0.392537,0.00478,27,23,0,0,0,0,52.794607,TRUE
102.737573,FIRST,12,0,4,0,0,0,0,0,0,0,0,0,0,39.446181,23,0,0,0,0,64,TRUE
102,FIRST,7.984642,0,2.41896,0.447504,0,0,0,0,0,0,1.806738,0.570994,1.072476,23.512392,23,0.958235,0,0.176364,0,61.309877,TRUE
102,FIRST,9.09948,0,1.630815,0.263346,0,0,0,0,0,0,1.838404,0.00624,0.528663,26.331974,23,0.489894,0,0.920773,0,62.901533,TRUE
103.846649,FIRST,12,0,4,0,0,0,0,0,0,0,0,0,0,36.684427,23,0,0,0,0,64,TRUE
102,FIRST,11.76793,0,4.503515,0,0,0,0,0,0,0,0,0,0,27.768922,23,0,0,0,0,69.716326,TRUE
102,FIRST,8.070281,0,3.411197,0.817811,0,0,0,0,0,0,0.9993,0.881359,0.886907,27,0,0,0,0,0,60.744437,TRUE
102,FIRST,2.878127,0,1.457472,1,0,0,0,0,0,0,1.477306,1.83094,1.188466,24.638897,0,0.176212,0,0.586754,0,53.704446,TRUE
102,FIRST,5.706336,0,1.572085,1,0,0,0,0,0,0,1.745335,1.024187,1.749005,27,0,0.316958,0,0.131295,0,40.62772,TRUE
102,FIRST,3.631272,0,0.794253,0.819227,0,0,0,0,0,0,0.958761,0.479824,0.52859,26.783362,0,0,0,0,0,17.889995,TRUE
102,FIRST,2.132097,0,1.39426,1,0,0,0,0,0,0,1.023736,1.326618,1.909202,24.122619,0,0.197941,0,0.388591,0,58.152198,TRUE
102,FIRST,2.118692,0,1.979643,1,0,0,0,0,0,0,1.345648,1.292291,1.246148,24.562671,0,0.726552,0,0.997668,0,44.008976,TRUE
100.332494,FIRST,6.821882,0,3.89218,0.307717,0,0,0,0,0,0,1.909304,0.729739,0.390278,19.948461,0,0,0,0,0,7.357144,TRUE
102,FIRST,7.855151,0,3.505109,0,0,0,0,0,0,0,0,0,0,23.357381,0,0,0,0,0,1.07166,TRUE
102,FIRST,13.958586,0,4.314268,0,0,0,0,0,0,0,0,0,0,27.561949,0,0,0,0,0,0,TRUE
102,FIRST,11.374473,0,4.079313,0,0,0,0,0,0,0,0,0,0,27.269188,0,0,0,0,0,0,TRUE
100.423681,FIRST,4.198281,0,3.335806,0.628335,0,0,0,0,0,0,0.195607,0.115209,0.544101,24.803154,0,0,0,0,0,0.46053,TRUE
102,FIRST,12.236927,0,3.550789,0,0,0,0,0,0,0,0,0,0,27.83209,0,0,0,0,0,0,TRUE
102,FIRST,4.008306,0,3.176167,0,0,0,0,0,0,0,0,0,0,26.915469,0,0,0,0,0,4.843886,TRUE
102,FIRST,1.160352,0,0.65112,0.88512,0,0,0,0,0,0,0.960192,1.067825,0.644805,26.542916,0,0.873024,0,0.744713,0,26.565696,TRUE
102,FIRST,1.529788,0,0.962995,0.803923,0,0,0,0,0,0,0.773155,0.083588,0.681634,26.645012,0,0.375587,0,0.274833,0,29.966072,TRUE
102,FIRST,3.753178,0,1.400995,0.688762,0,0,0,0,0,0,0.587778,1.167344,0.251174,26.479675,0,0.481991,0,0.692953,0,10.047844,TRUE
102,FIRST,3.848339,0,2.793946,0.645794,0,0,0,0,0,0,0.080252,1.444201,0.235118,26.680366,0,0.36083,0,0.974794,0,17.785017,TRUE
102,FIRST,2.340151,0,1.48814,1,0,0,0,0,0,0,1.955768,1.556322,1.211769,27,0,0.801277,0,0.423373,0,38.05292,TRUE
102,FIRST,2.175009,0,2.612561,0.707413,0,0,0,0,0,0,0.101497,0.732876,0.257088,23.886231,0,0.764555,0,0.673809,0,26.087196,TRUE
102,FIRST,1.215542,0,0.252261,0.782008,0,0,0,0,0,0,1.208642,1.096334,1.442086,26.273263,0,0.180485,0,0.299961,0,22.690502,TRUE
102,FIRST,1.029669,0,0.201824,0.558219,0,0,0,0,0,0,0.668305,1.312344,0.889071,26.790696,0,0.959457,0,0.321303,0,25.54101,TRUE
102,FIRST,3.215103,0,3.05828,0,0,0,0,0,0,0,0,0,0,23.569186,0,0,0,0,0,9.401557,TRUE
103.585925,FIRST,1,0,0,0,0,0,0,0,0,0,0,0,0,31.306443,0,0,0,0,0,17,TRUE
102,FIRST,1.107905,0,0.657974,0.95815,0,0,0,0,0,0,1.142316,0.472337,0.606912,26.694819,0,0.13785,0,0.347771,0,19.576251,TRUE
102,FIRST,3.700343,0,3.069324,0,0,0,0,0,0,0,0,0,0,27.703545,0,0,0,0,0,12.361108,TRUE
102.253689,FIRST,1,0,0,0,0,0,0,0,0,0,0,0,0,42.606928,0,0,0,0,0,17,TRUE
101.975467,FIRST,7.337271,0,1.516251,1.762151,2.134908,6.431472,2.542879,5.152605,6.621894,2.226914,7.114316,1.291562,1,23.968172,25,1.422894,11.218565,3.237644,0,96.632256,TRUE
102,FIRST,8.388755,0,13.692471,0.423008,0.770612,1.720017,0.101475,1.462214,0.132164,0.314484,0.226862,0.848692,0.677158,27.442577,25,0.188548,0.234969,0.005028,0,118.599391,TRUE
102.080497,FIRST,9.957777,0,16.746307,1,2,2,2,2,2,2,7.871498,1.060621,1.805609,37.492504,25,1,2,2.624459,0,92.572918,TRUE
102,FIRST,6.026177,0,1.923395,0.46126,1.31114,1.411409,1.536752,1.59585,1.040507,1.347722,0.343616,0.384475,0.766899,26.532857,25,0.686414,0.302606,0.432731,0,207.007478,TRUE
100.761546,FIRST,7.0038,0,1.670108,1.172801,10.696715,2.388635,2.662071,11.154515,2.381682,2.257511,1.889802,1.023471,1,25.951215,25,3.152611,8.841751,5.703393,0,171.390515,TRUE
102,FIRST,7.351297,0,1.481644,0.054707,1.16823,0.716018,1.522886,1.529188,1.565843,1.08331,0.332952,0.100903,0.366364,26.786714,25,0.671302,1.513568,0.844623,0,172.915227,TRUE
102,FIRST,26.291413,0,14.01885,0.99504,0.889792,0.686631,0.340611,0.654715,0.645322,0.624692,0.907174,0.741578,0.996885,27.312037,25,0.565259,0.761735,0.456386,0,188.724469,TRUE
102,FIRST,9.388193,0,4.049383,0.710526,1.656115,4.258482,0.741356,2.230806,0.132572,3.14034,2.480982,1.523373,0.132778,26.159751,0,0.748753,2.083681,0,0,0,TRUE
102,FIRST,14,0,7.492384,0.501117,4.212536,0.728168,3.017083,0.147409,2.285067,1.922499,1.685101,1.883477,0.630867,27.754706,0,0.121571,2.364164,0,0,0,TRUE
102,FIRST,12.501362,0,6.13447,0.336306,1.186591,0.176783,2.49875,4.054223,1.479508,1.810784,1.528619,0.962937,0.781685,23.008224,0,0.985859,2.867641,0,0,8.69319,TRUE
102,FIRST,7.7928,0,5.0473,0.583594,1.936063,4.88627,3.586482,0.801076,3.631136,2.566305,3.204546,0.755941,0.900784,25.810055,0,0.721427,0.819843,0,0,0.853229,TRUE
102,FIRST,4.345298,0,6.777155,0.731167,3.395069,2.450262,0.534625,0.75778,4.442391,2.384043,1.858084,0.165363,0.45851,24.61807,0,0.195438,3.422631,0,0,2.832132,TRUE
102,FIRST,12.859907,0,7.048191,0.698033,0.917255,3.684032,4.697337,3.748798,4.043752,3.856076,0.320366,1.984884,0.112587,27.139538,0,0.48872,0.919503,0,0,4.469449,TRUE
102,FIRST,14,0,7.594751,0.019844,1.33551,4.67953,2.17671,2.374177,3.163219,4.828031,3.49153,1.594845,0.715143,26.501165,0,0.551043,4.820222,0,0,0,TRUE
101.993122,FIRST,4,0,4,0.730296,0,0,0,0,0,0,0.264422,0.728618,0.040906,22.704611,0,0,0,0,0,9,TRUE
102,FIRST,4,0,4,0,0,0,0,0,0,0,0,0,0,28.424041,0,0,0,0,0,6.226525,TRUE
101.496386,FIRST,4,0,4,0.671487,0,0,0,0,0,0,1.886157,0.208869,0.098524,20.882665,0,0,0,0,0,9,TRUE
101.131371,FIRST,4,0,4,0.934316,0,0,0,0,0,0,0.371308,0.71944,0.155585,19.109047,0,0,0,0,0,9,TRUE
102,FIRST,2.676322,0,2.455833,0,0,0,0,0,0,0,0,0,0,25.419214,0,0,0,0,0,9.439141,TRUE
102,FIRST,11.534307,0,4,0,0,0,0,0,0,0,0,0,0,23.1142,0,0,0,0,0,5.351649,TRUE
102,FIRST,2,0,1,1,0,0,0,0,0,0,2,2,2,26.856051,23,1,0,1,0,44.50273,TRUE
102,FIRST,2,0,1,1,0,0,0,0,0,0,2,2,2,23.024793,23,1,0,1,0,42.324106,TRUE
102,FIRST,2,0,1,1,0,0,0,0,0,0,2,2,2,25.982513,23,1,0,1,0,46.214907,TRUE
102,FIRST,8.156117,0,3.503231,0.480552,0,0,0,0,0,0,0.929274,0.002424,1.976349,23.59079,23,0.534891,0,0.236791,0,62.763265,TRUE
102,FIRST,2,0,1,1,0,0,0,0,0,0,2,2,2,23.361681,23,1,0,1,0,34.979216,TRUE
102,FIRST,8.35144,0,3.617975,0.24701,0,0,0,0,0,0,0.261136,0.302654,1.83024,27.078569,23,0.351205,0,0.874607,0,66.292354,TRUE
104,FIRST,6.756619,0,4,0,0,0,0,0,0,0,0,0,0,44.089825,23,0,0,0,0,1.187098,TRUE
104,FIRST,1.899902,0,0.44073,0,0,0,0,0,0,0,0,0,0,44.62001,23,0,0,0,0,15.558793,TRUE
103.096362,FIRST,4,0,4,0,0,0,0,0,0,0,0,0,0,43.222226,23,0,0,0,0,5,TRUE
104,FIRST,11.767028,0,4,0,0,0,0,0,0,0,0,0,0,44.989865,23,0,0,0,0,0.670596,TRUE
104,FIRST,4.191851,0,4,0,0,0,0,0,0,0,0,0,0,44.804971,23,0,0,0,0,4.601125,TRUE
104,FIRST,2.941197,0,0.227111,0,0,0,0,0,0,0,0,0,0,44.896024,23,0,0,0,0,8.754759,TRUE
102.597278,FIRST,4,0,4,0,0,0,0,0,0,0,0,0,0,33.011444,23,0,0,0,0,5,TRUE
104,FIRST,9.099064,0,13.915352,0.405107,1.245863,1.656631,0.30154,1.169596,0.142158,1.794183,7.099721,1.151209,0.196369,44.006735,23,0.220664,1.099357,1.328458,0,94.146089,TRUE
104,FIRST,27.403826,0,5.326654,0.374757,0.340684,0.175483,0.501013,1.281931,1.462929,0.880259,3.500941,1.815789,1.380045,44.982953,23,0.289267,1.840435,3.687445,0,71.040273,TRUE
102.828653,FIRST,31.787441,0,18.345828,0.822473,1.489649,0.076659,0.982646,1.15022,1.154783,1.739143,6.300354,1.394045,0.067345,30.654397,23,0.042592,1.975083,2.016518,0,87.585779,TRUE
102.790024,FIRST,30.304678,0,18.937384,0.655396,1.052006,0.290478,0.19045,1.325269,1.232811,1.187348,5.545688,1.711175,1.415841,43.904768,23,0.333241,1.766428,3.679668,0,87.220185,TRUE
103.686343,FIRST,32.861414,0,18.84077,0.812509,1.101329,0.04897,1.623492,1.563659,1.852416,0.359838,1.183938,1.372572,0.297706,41.081228,23,0.384087,1.395774,2.879585,0,87.563397,TRUE
104,FIRST,19.907855,0,8.121344,0.335416,1.755115,1.790778,0.939647,1.257396,0.749913,0.477011,5.601166,0.983037,1.966684,44.166375,23,0.094212,0.576183,0.636252,0,91.11676,TRUE
102.482487,FIRST,30.31251,0,7.308816,0.827077,0.246169,0.397112,1.133886,1.696893,0.339611,0.653309,2.171081,0.453684,1.691846,34.298671,23,0.171327,1.614015,1.222343,0,72.045634,TRUE
103.171067,FIRST,6,0,2,0,0,0,0,0,0,0,0,0,0,42.440316,23,0,0,0,0,95,TRUE
104,FIRST,11.195225,0,2.36234,0,0,0,0,0,0,0,0,0,0,44,23,0,0,0,0,70.899265,TRUE
104,FIRST,16.043932,0,11.063604,0.894892,0.245552,1.468668,1.437398,0.624206,1.725513,0.542166,0.566558,0.902704,1.310709,44.382263,23,0.184356,1.27474,1.943334,0,93.544101,TRUE
103.162524,FIRST,6,0,2,0,0,0,0,0,0,0,0,0,0,36.210689,23,0,0,0,0,95,TRUE
102.644496,FIRST,6.710238,0,2.190852,0,0,0,0,0,0,0,0,0,0,35.857029,23,0,0,0,0,74.444729,TRUE
102.723471,FIRST,6,0,2,0,0,0,0,0,0,0,0,0,0,31.929426,23,0,0,0,0,95,TRUE
102.897765,FIRST,20.677335,0,3.080508,0,0,0,0,0,0,0,0,0,0,32.001347,23,0,0,0,0,89.383166,TRUE
102.236485,FIRST,11.247784,0,3.239528,0,0,0,0,0,0,0,0,0,0,42.860093,23,0,0,0,0,0,TRUE
102.038659,FIRST,14,0,5.827896,0,0,0,0,0,0,0,0,0,0,34.821741,23,0,0,0,0,0,TRUE
104,FIRST,10.611477,0,3.386042,0,0,0,0,0,0,0,0,0,0,44,23,0,0,0,0,0,TRUE
102.60179,FIRST,14,0,6.364039,0,0,0,0,0,0,0,0,0,0,42.103272,23,0,0,0,0,0,TRUE
102.088725,FIRST,14,0,4.675901,0,0,0,0,0,0,0,0,0,0,31.022342,23,0,0,0,0,0,TRUE
102.690573,FIRST,14,0,4,0,0,0,0,0,0,0,0,0,0,28.131075,23,0,0,0,0,0,TRUE
102.798453,FIRST,12,0,4,0,0,0,0,0,0,0,0,0,0,30.527027,23,0,0,0,0,64,TRUE
104,FIRST,7.177633,0,3.201938,0,0,0,0,0,0,0,0,0,0,44,23,0,0,0,0,78.42585,TRUE
102.672558,FIRST,6.462607,0,2.04112,0.795569,0,0,0,0,0,0,0.812692,0.702108,0.005513,40.878668,23,0,0,0,0,53.308879,TRUE
103.275523,FIRST,10.136465,0,4.536514,0,0,0,0,0,0,0,0,0,0,42.607231,23,0,0,0,0,64.935599,TRUE
104,FIRST,10.212415,0,3.735157,0,0,0,0,0,0,0,0,0,0,44,23,0,0,0,0,72.267686,TRUE
103.981587,FIRST,10.317708,0,4.809832,0,0,0,0,0,0,0,0,0,0,39.115853,23,0,0,0,0,69.18836,TRUE
103.418664,FIRST,9,0,3,0,0,0,0,0,0,0,0,0,0,42.521636,23,0,0,0,0,0,TRUE
104,FIRST,9.247876,0,3.418679,0,0,0,0,0,0,0,0,0,0,44,23,0,0,0,0,0,TRUE
102.270771,FIRST,10.304941,0,4.582247,0,0,0,0,0,0,0,0,0,0,32.723482,23,0,0,0,0,0,TRUE
104,FIRST,7.538571,0,3.493921,0,0,0,0,0,0,0,0,0,0,44.201123,23,0,0,0,0,3.552812,TRUE
103.801537,FIRST,7.476517,0,3.574482,0,0,0,0,0,0,0,0,0,0,36.03484,23,0,0,0,0,3.346332,TRUE
102.377439,FIRST,12.106062,0,4.941586,0,0,0,0,0,0,0,0,0,0,33.48792,23,0,0,0,0,0,TRUE
102.108541,FIRST,2,0,1,0.04252,0,0,0,0,0,0,1.55816,1.452867,1.517381,33.503249,0,0.783703,0,0.529523,0,33,TRUE
103.106981,FIRST,2,0,1,0.111539,0,0,0,0,0,0,0.850232,1.164402,0.316503,39.011807,0,0.050686,0,0.694955,0,33,TRUE
104,FIRST,3.086237,0,2.701425,0,0,0,0,0,0,0,0,0,0,44.89481,0,0,0,0,0,6.408261,TRUE
104,FIRST,2.802888,0,3.457405,0,0,0,0,0,0,0,0,0,0,44.368911,0,0,0,0,0,18.163434,TRUE
104,FIRST,3.737629,0,2.729569,0,0,0,0,0,0,0,0,0,0,44.892518,0,0,0,0,0,22.330834,TRUE
103.300361,FIRST,1.766232,0,0.452694,0,0,0,0,0,0,0,0,0,0,30.430211,0,0,0,0,0,20.682374,TRUE
103.739888,FIRST,2.561087,0,1.746806,0.224337,0,0,0,0,0,0,0.30593,0.919617,0.440058,29.218414,0,0,0,0,0,34.072234,TRUE
103.270192,FIRST,1,0,0,0,0,0,0,0,0,0,0,0,0,41.502494,0,0,0,0,0,17,TRUE
103.526129,FIRST,1,0,0,0,0,0,0,0,0,0,0,0,0,41.361522,0,0,0,0,0,17,TRUE
104,FIRST,2.490966,0,3.140545,0,0,0,0,0,0,0,0,0,0,43.968348,0,0,0,0,0,16.94949,TRUE
103.170386,FIRST,1,0,0,0,0,0,0,0,0,0,0,0,0,36.098638,0,0,0,0,0,17,TRUE
102.252249,FIRST,1,0,0,0,0,0,0,0,0,0,0,0,0,27.430533,0,0,0,0,0,17,TRUE
104,FIRST,1.751843,0,0.760408,0,0,0,0,0,0,0,0,0,0,43.438432,0,0,0,0,0,30.505805,TRUE
